merchant_id,merchant_name,normalized_name,merchant_status,merchant_source,keyword_id,keyword,normalized_keyword,keyword_source,keyword_created_at,keyword_updated_at
491,Netflix Australia,NETFLIX AUSTRALIA,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,796,Netflix Australia,NETFLIX AUSTRALIA,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
322,Nike,NIKE,active,manual_review,590,Nike,NIKE,manual_review,2026-07-06T06:49:29+00:00,2026-07-06T06:49:29+00:00
479,Nikpol,NIKPOL,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,784,Nikpol,NIKPOL,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
270,Nimble,NIMBLE,active,manual_review,527,NIMBLE,NIMBLE,manual_review,2026-07-06T05:55:55+00:00,2026-07-06T05:55:55+00:00
291,Nintendo,NINTENDO,active,manual_review,550,Nintendo,NINTENDO,manual_review,2026-07-06T06:23:23+00:00,2026-07-06T06:23:23+00:00
429,Northern Health,NORTHERN HEALTH,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,723,Northern Health,NORTHERN HEALTH,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
83,Nrma Insurance,NRMA INSURANCE,active,manual_review,229,NRMA,NRMA,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:00+00:00,2026-07-06T01:32:00+00:00
83,Nrma Insurance,NRMA INSURANCE,active,manual_review,142,Nrma Insurance,NRMA INSURANCE,manual_review,2026-07-03T08:09:45+00:00,2026-07-03T08:09:45+00:00
122,OTR,OTR,active,manual_review,184,OTR,OTR,manual_review,2026-07-03T09:40:53+00:00,2026-07-03T09:40:53+00:00
93,Officeworks,OFFICEWORKS,active,manual_review,227,OFFICEWORKS,OFFICEWORKS,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:00+00:00,2026-07-06T01:32:00+00:00
93,Officeworks,OFFICEWORKS,active,manual_review,155,OFFICEWORKS 0608,OFFICEWORKS 0608,manual_review,2026-07-03T08:56:35+00:00,2026-07-03T08:56:35+00:00
93,Officeworks,OFFICEWORKS,active,manual_review,356,Office works,OFFICE WORKS,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
199,Oliver Brown,OLIVER BROWN,active,manual_review,430,OLIVER BROWN,OLIVER BROWN,manual_review,2026-07-06T03:11:01+00:00,2026-07-06T03:11:01+00:00
198,Oliver's,OLIVER S,active,manual_review,425,OLIVERS,OLIVERS,manual_review,2026-07-06T03:09:39+00:00,2026-07-06T03:09:39+00:00
198,Oliver's,OLIVER S,active,manual_review,429,OLIVERS REAL FOOD,OLIVERS REAL FOOD,manual_review,2026-07-06T03:10:16+00:00,2026-07-06T03:10:16+00:00
198,Oliver's,OLIVER S,active,manual_review,423,oliver s,OLIVER S,manual_review,2026-07-06T03:08:57+00:00,2026-07-06T03:08:57+00:00
430,One Click Life,ONE CLICK LIFE,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,724,One Click Life,ONE CLICK LIFE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
222,Oporto,OPORTO,active,manual_review,464,OPORTO,OPORTO,manual_review,2026-07-06T03:42:16+00:00,2026-07-06T03:42:16+00:00
45,Optus,OPTUS,active,sample_verified,71,Optus,OPTUS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
45,Optus,OPTUS,active,sample_verified,72,Optus Billing,OPTUS BILLING,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
224,Origin Energy,ORIGIN ENERGY,active,manual_review,466,ORIGIN,ORIGIN,manual_review,2026-07-06T03:43:07+00:00,2026-07-06T03:43:07+00:00
224,Origin Energy,ORIGIN ENERGY,active,manual_review,468,ORIGIN ENERGY,ORIGIN ENERGY,manual_review,2026-07-06T03:44:34+00:00,2026-07-06T03:44:34+00:00
462,Oz Lotteries,OZ LOTTERIES,active,manual_review,762,Oz Lotteries,OZ LOTTERIES,manual_review,2026-07-06T09:01:17+00:00,2026-07-06T09:01:17+00:00
409,Ozcare,OZCARE,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,696,Ozcare,OZCARE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
175,Paddle,PADDLE,active,manual_review,387,Paddle.Net,PADDLE NET,manual_review,2026-07-06T02:22:43+00:00,2026-07-06T02:22:43+00:00
271,Palmerbet,PALMERBET,active,manual_review,528,PALMERBET,PALMERBET,manual_review,2026-07-06T05:56:16+00:00,2026-07-06T05:56:16+00:00
170,Panthera Finance,PANTHERA FINANCE,active,manual_review,381,PANTHERA FINANCE,PANTHERA FINANCE,manual_review,2026-07-06T02:18:01+00:00,2026-07-06T02:18:01+00:00
46,Panthers Penrith,PANTHERS PENRITH,active,sample_verified,73,Panthers Penrith,PANTHERS PENRITH,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
46,Panthers Penrith,PANTHERS PENRITH,active,sample_verified,74,Penrith Rugby League,PENRITH RUGBY LEAGUE,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
47,Paramount+,PARAMOUNT,active,sample_verified,234,PARAMOUNT PLUS,PARAMOUNT PLUS,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
47,Paramount+,PARAMOUNT,active,sample_verified,75,Paramount+,PARAMOUNT,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
88,Paul's Cafe,PAUL S CAFE,active,manual_review,149,Paul S Cafe,PAUL S CAFE,manual_review,2026-07-03T08:15:33+00:00,2026-07-03T08:15:33+00:00
493,PayPal AU,PAYPAL AU,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,800,PayPal,PAYPAL,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
493,PayPal AU,PAYPAL AU,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,799,PayPal AU,PAYPAL AU,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
48,Penrith RSL,PENRITH RSL,active,sample_verified,77,Penrith R S L,PENRITH R S L,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
48,Penrith RSL,PENRITH RSL,active,sample_verified,76,Penrith RSL,PENRITH RSL,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
211,Pepper Money,PEPPER MONEY,active,manual_review,449,PEPPER MONEY,PEPPER MONEY,manual_review,2026-07-06T03:28:48+00:00,2026-07-06T03:28:48+00:00
450,Pet Circle,PET CIRCLE,active,manual_review,750,Pet Circle,PET CIRCLE,manual_review,2026-07-06T08:55:14+00:00,2026-07-06T08:55:14+00:00
442,Petbarn,PETBARN,active,manual_review,741,Petbarn,PETBARN,manual_review,2026-07-06T07:33:06+00:00,2026-07-06T07:33:06+00:00
202,Petbarn Elizabeth,PETBARN ELIZABETH,active,manual_review,433,PETBARN ELIZABETH,PETBARN ELIZABETH,manual_review,2026-07-06T03:14:51+00:00,2026-07-06T03:14:51+00:00
113,Petstock,PETSTOCK,active,manual_review,354,PET STOCK,PET STOCK,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
113,Petstock,PETSTOCK,active,manual_review,175,PETSTOCK,PETSTOCK,manual_review,2026-07-03T09:36:52+00:00,2026-07-03T09:36:52+00:00
194,Pharmacy 4 Less,PHARMACY 4 LESS,active,manual_review,417,PHARMACY4LESS,PHARMACY4LESS,manual_review,2026-07-06T03:04:04+00:00,2026-07-06T03:04:04+00:00
194,Pharmacy 4 Less,PHARMACY 4 LESS,active,manual_review,415,Pharmacy 4 Less,PHARMACY 4 LESS,manual_review,2026-07-06T03:02:26+00:00,2026-07-06T03:02:26+00:00
49,Phoenix Health Fund,PHOENIX HEALTH FUND,active,sample_verified,79,PHOENIX HEALTH,PHOENIX HEALTH,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
49,Phoenix Health Fund,PHOENIX HEALTH FUND,active,sample_verified,78,Phoenix Health Fund,PHOENIX HEALTH FUND,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
287,Picklebet,PICKLEBET,active,manual_review,546,Picklebet,PICKLEBET,manual_review,2026-07-06T06:21:27+00:00,2026-07-06T06:21:27+00:00
485,Pilbara Iron,PILBARA IRON,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,790,Pilbara Iron,PILBARA IRON,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
85,Pineapple Hotel,PINEAPPLE HOTEL,active,manual_review,146,PINEAPPLE HOTEL,PINEAPPLE HOTEL,manual_review,2026-07-03T08:12:17+00:00,2026-07-03T08:12:17+00:00
293,Pioneer Credit,PIONEER CREDIT,active,manual_review,552,PIONEER CREDIT,PIONEER CREDIT,manual_review,2026-07-06T06:25:44+00:00,2026-07-06T06:25:44+00:00
361,Pirtek,PIRTEK,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,641,Pirtek,PIRTEK,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
145,Pizza Hut,PIZZA HUT,active,manual_review,211,PIZZA HUT,PIZZA HUT,manual_review,2026-07-03T09:52:16+00:00,2026-07-03T09:52:16+00:00
256,PlayStation,PLAYSTATION,active,manual_review,513,PlayStation,PLAYSTATION,manual_review,2026-07-06T05:47:39+00:00,2026-07-06T05:47:39+00:00
272,PlayUp,PLAYUP,active,manual_review,529,PlayUp,PLAYUP,manual_review,2026-07-06T05:57:20+00:00,2026-07-06T05:57:20+00:00
243,Plenti Finance,PLENTI FINANCE,active,manual_review,491,PLENTI FINANCE,PLENTI FINANCE,manual_review,2026-07-06T05:35:09+00:00,2026-07-06T05:35:09+00:00
172,Plus Fitness,PLUS FITNESS,active,manual_review,383,Plus Fitness,PLUS FITNESS,manual_review,2026-07-06T02:20:36+00:00,2026-07-06T02:20:36+00:00
226,Point Parking,POINT PARKING,active,manual_review,469,POINT PARKING,POINT PARKING,manual_review,2026-07-06T03:45:03+00:00,2026-07-06T03:45:03+00:00
274,PointsBet,POINTSBET,active,manual_review,531,PointsBet,POINTSBET,manual_review,2026-07-06T06:04:55+00:00,2026-07-06T06:04:55+00:00
480,Pool Systems,POOL SYSTEMS,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,785,Pool Systems,POOL SYSTEMS,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
286,Powershop,POWERSHOP,active,manual_review,545,Powershop,POWERSHOP,manual_review,2026-07-06T06:21:02+00:00,2026-07-06T06:21:02+00:00
123,PressPay,PRESSPAY,active,manual_review,185,Press Pay,PRESS PAY,manual_review,2026-07-03T09:41:12+00:00,2026-07-03T09:41:12+00:00
123,PressPay,PRESSPAY,active,manual_review,187,PressPay,PRESSPAY,manual_review,2026-07-03T09:42:27+00:00,2026-07-03T09:42:27+00:00
50,Prezzee,PREZZEE,active,sample_verified,131,PREZZEE* PREZZEE/AU828,PREZZEE PREZZEE AU828,manual_review,2026-07-03T07:55:49+00:00,2026-07-03T07:55:49+00:00
50,Prezzee,PREZZEE,active,sample_verified,81,PREZZEE.COM.AU,PREZZEE COM AU,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
50,Prezzee,PREZZEE,active,sample_verified,80,Prezzee,PREZZEE,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
195,Priceline Pharmacy,PRICELINE PHARMACY,active,manual_review,420,PRICELINE,PRICELINE,manual_review,2026-07-06T03:05:56+00:00,2026-07-06T03:05:56+00:00
195,Priceline Pharmacy,PRICELINE PHARMACY,active,manual_review,418,PRICELINE PHARMACY,PRICELINE PHARMACY,manual_review,2026-07-06T03:04:41+00:00,2026-07-06T03:04:41+00:00
72,Priwar,PRIWAR,active,manual_review,118,AWX*Priwar WR SSPH.SKILL,AWX PRIWAR WR SSPH SKILL,manual_review,2026-07-03T07:21:33+00:00,2026-07-03T07:21:33+00:00
418,Puma Energy Australia,PUMA ENERGY AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,707,Puma Energy,PUMA ENERGY,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
418,Puma Energy Australia,PUMA ENERGY AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,706,Puma Energy Australia,PUMA ENERGY AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
445,Pump Up Fitness,PUMP UP FITNESS,active,manual_review,745,Pumpup Fitness,PUMPUP FITNESS,manual_review,2026-07-06T08:50:12+00:00,2026-07-06T08:50:12+00:00
404,QSuper,QSUPER,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,691,QSuper,QSUPER,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
488,Qantas,QANTAS,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,793,Qantas,QANTAS,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
51,Qantas Health Insurance,QANTAS HEALTH INSURANCE,active,sample_verified,83,Qantas Health,QANTAS HEALTH,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
51,Qantas Health Insurance,QANTAS HEALTH INSURANCE,active,sample_verified,82,Qantas Health Insurance,QANTAS HEALTH INSURANCE,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
52,Queensland Department of Transport and Main Roads,QUEENSLAND DEPARTMENT OF TRANSPORT AND MAIN ROADS,active,sample_verified,84,Queensland Department of Transport and Main Roads,QUEENSLAND DEPARTMENT OF TRANSPORT AND MAIN ROADS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
52,Queensland Department of Transport and Main Roads,QUEENSLAND DEPARTMENT OF TRANSPORT AND MAIN ROADS,active,sample_verified,85,TRANSPORTMAINRDS,TRANSPORTMAINRDS,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
53,R & A Kumar,R A KUMAR,active,sample_verified,86,R & A Kumar,R A KUMAR,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
53,R & A Kumar,R A KUMAR,active,sample_verified,87,R AND A KUMAR PTY LTD,R AND A KUMAR PTY LTD,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
133,RACQ,RACQ,active,manual_review,198,RACQ,RACQ,manual_review,2026-07-03T09:47:29+00:00,2026-07-03T09:47:29+00:00
375,RACV,RACV,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,657,RACV,RACV,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
319,RAGE,RAGE,active,manual_review,587,RAGE,RAGE,manual_review,2026-07-06T06:48:22+00:00,2026-07-06T06:48:22+00:00
124,Raiz Invest,RAIZ INVEST,active,manual_review,186,Raiz,RAIZ,manual_review,2026-07-03T09:42:04+00:00,2026-07-03T09:42:04+00:00
481,Ravenswood Gold,RAVENSWOOD GOLD,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,786,Ravenswood Gold,RAVENSWOOD GOLD,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
381,Ray White,RAY WHITE,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,665,Ray White,RAY WHITE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
244,Red Rooster,RED ROOSTER,active,manual_review,492,RED ROOSTER,RED ROOSTER,manual_review,2026-07-06T05:35:52+00:00,2026-07-06T05:35:52+00:00
410,Redcape Hotel Group,REDCAPE HOTEL GROUP,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,697,Redcape Hotel Group,REDCAPE HOTEL GROUP,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
181,Reddy Express,REDDY EXPRESS,active,manual_review,394,Reddy Express,REDDY EXPRESS,manual_review,2026-07-06T02:27:35+00:00,2026-07-06T02:27:35+00:00
316,Reebok,REEBOK,active,manual_review,584,REEBOK,REEBOK,manual_review,2026-07-06T06:46:52+00:00,2026-07-06T06:46:52+00:00
376,Reliance HR,RELIANCE HR,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,658,Reliance HR,RELIANCE HR,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
135,Repco,REPCO,active,manual_review,200,REPCO,REPCO,manual_review,2026-07-03T09:47:58+00:00,2026-07-03T09:47:58+00:00
456,Rex Airlines,REX AIRLINES,active,manual_review,756,REX AIRLINES,REX AIRLINES,manual_review,2026-07-06T08:58:51+00:00,2026-07-06T08:58:51+00:00
362,Rio Tinto,RIO TINTO,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,642,Rio Tinto,RIO TINTO,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
54,Ritchies,RITCHIES,active,sample_verified,88,Ritchies,RITCHIES,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
312,Roblox,ROBLOX,active,manual_review,580,Roblox,ROBLOX,manual_review,2026-07-06T06:44:53+00:00,2026-07-06T06:44:53+00:00
74,Rochedale Markets,ROCHEDALE MARKETS,active,manual_review,122,ROCHEDALEMKT,ROCHEDALEMKT,manual_review,2026-07-03T07:40:06+00:00,2026-07-03T07:40:06+00:00
251,Roll'd,ROLL D,active,manual_review,502,Rolld,ROLLD,manual_review,2026-07-06T05:41:05+00:00,2026-07-06T05:41:05+00:00
251,Roll'd,ROLL D,active,manual_review,500,roll d,ROLL D,manual_review,2026-07-06T05:40:30+00:00,2026-07-06T05:40:30+00:00
55,Romeo's Foodhall IGA,ROMEO S FOODHALL IGA,active,sample_verified,90,ROMEOS FOODHALL IGAQPS,ROMEOS FOODHALL IGAQPS,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
55,Romeo's Foodhall IGA,ROMEO S FOODHALL IGA,active,sample_verified,89,Romeo's Foodhall IGA,ROMEO S FOODHALL IGA,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
311,Royal Match,ROYAL MATCH,active,manual_review,579,ROYAL MATCH,ROYAL MATCH,manual_review,2026-07-06T06:44:28+00:00,2026-07-06T06:44:28+00:00
100,Ruttley Services,RUTTLEY SERVICES,active,manual_review,162,Ipy*Ruttleyservices,IPY RUTTLEYSERVICES,manual_review,2026-07-03T09:07:27+00:00,2026-07-03T09:07:27+00:00
56,SHEIN,SHEIN,active,sample_verified,91,SHEIN,SHEIN,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
56,SHEIN,SHEIN,active,sample_verified,92,SHEINCOM,SHEINCOM,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
364,SIXT Australia,SIXT AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,646,SIXT,SIXT,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
364,SIXT Australia,SIXT AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,645,SIXT Australia,SIXT AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
146,SPAR,SPAR,active,manual_review,212,SPAR,SPAR,manual_review,2026-07-03T09:52:32+00:00,2026-07-03T09:52:32+00:00
379,Santos,SANTOS,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,663,Santos,SANTOS,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
263,Schnitz,SCHNITZ,active,manual_review,520,Schnitz,SCHNITZ,manual_review,2026-07-06T05:52:01+00:00,2026-07-06T05:52:01+00:00
176,Scribd,SCRIBD,active,manual_review,388,Scribd.Com,SCRIBD COM,manual_review,2026-07-06T02:23:16+00:00,2026-07-06T02:23:16+00:00
223,Secure Parking,SECURE PARKING,active,manual_review,465,SECURE PARKING,SECURE PARKING,manual_review,2026-07-06T03:42:35+00:00,2026-07-06T03:42:35+00:00
303,Service NSW,SERVICE NSW,active,manual_review,568,Service NSW,SERVICE NSW,manual_review,2026-07-06T06:39:59+00:00,2026-07-06T06:39:59+00:00
303,Service NSW,SERVICE NSW,active,manual_review,570,Snsw,SNSW,manual_review,2026-07-06T06:40:55+00:00,2026-07-06T06:40:55+00:00
358,Seymour Whyte,SEYMOUR WHYTE,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,637,Seymour Whyte,SEYMOUR WHYTE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
220,Shaver Shop,SHAVER SHOP,active,manual_review,462,Shaver Shop,SHAVER SHOP,manual_review,2026-07-06T03:39:50+00:00,2026-07-06T03:39:50+00:00
127,Shell,SHELL,active,manual_review,192,SHELL,SHELL,manual_review,2026-07-03T09:44:06+00:00,2026-07-03T09:44:06+00:00
161,Shell Coles Express,SHELL COLES EXPRESS,active,manual_review,371,COLES EXPRESS,COLES EXPRESS,manual_review,2026-07-06T02:06:32+00:00,2026-07-06T02:06:32+00:00
161,Shell Coles Express,SHELL COLES EXPRESS,active,manual_review,370,Shell Coles,SHELL COLES,manual_review,2026-07-06T02:04:09+00:00,2026-07-06T02:04:09+00:00
363,Shinbashi,SHINBASHI,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,643,Shinbashi,SHINBASHI,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
363,Shinbashi,SHINBASHI,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,644,Shinbashi Melbourne,SHINBASHI MELBOURNE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
231,Simply Energy,SIMPLY ENERGY,active,manual_review,475,Simply Energy,SIMPLY ENERGY,manual_review,2026-07-06T03:51:21+00:00,2026-07-06T03:51:21+00:00
482,Simpson Farms,SIMPSON FARMS,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,787,Simpson Farms,SIMPSON FARMS,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
57,Skyrich Club,SKYRICH CLUB,active,sample_verified,93,Skyrich Club,SKYRICH CLUB,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
173,Snap Fitness,SNAP FITNESS,active,manual_review,385,SNAP FITNESS,SNAP FITNESS,manual_review,2026-07-06T02:21:36+00:00,2026-07-06T02:21:36+00:00
205,SocietyOne,SOCIETYONE,active,manual_review,437,SOCIETY ONE,SOCIETY ONE,manual_review,2026-07-06T03:19:34+00:00,2026-07-06T03:19:34+00:00
205,SocietyOne,SOCIETYONE,active,manual_review,439,SOCIETYONE,SOCIETYONE,manual_review,2026-07-06T03:22:08+00:00,2026-07-06T03:22:08+00:00
115,Sodexo,SODEXO,active,manual_review,177,SODEXO REMOTE SITES,SODEXO REMOTE SITES,manual_review,2026-07-03T09:38:25+00:00,2026-07-03T09:38:25+00:00
339,Spaceship,SPACESHIP,active,manual_review,611,Spaceship,SPACESHIP,manual_review,2026-07-06T06:59:13+00:00,2026-07-06T06:59:13+00:00
81,Sportsbet,SPORTSBET,active,manual_review,140,SPORTSBET,SPORTSBET,manual_review,2026-07-03T08:08:26+00:00,2026-07-03T08:08:26+00:00
81,Sportsbet,SPORTSBET,active,manual_review,138,SPORTSBET WWW.SPORTS,SPORTSBET WWW SPORTS,manual_review,2026-07-03T08:04:46+00:00,2026-07-03T08:04:46+00:00
81,Sportsbet,SPORTSBET,active,manual_review,361,sports bet,SPORTS BET,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
217,Spotify,SPOTIFY,active,manual_review,457,Spotify,SPOTIFY,manual_review,2026-07-06T03:33:49+00:00,2026-07-06T03:33:49+00:00
237,Spotlight,SPOTLIGHT,active,manual_review,485,SPOTLIGHT,SPOTLIGHT,manual_review,2026-07-06T04:01:05+00:00,2026-07-06T04:01:05+00:00
109,Spudshed,SPUDSHED,active,manual_review,171,SPUD SHED,SPUD SHED,manual_review,2026-07-03T09:34:16+00:00,2026-07-03T09:34:16+00:00
58,Spywill Amusements,SPYWILL AMUSEMENTS,active,sample_verified,94,Spywill Amusements,SPYWILL AMUSEMENTS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
415,St.George Bank,ST GEORGE BANK,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,703,St.George Bank,ST GEORGE BANK,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
483,Stahmann Webster,STAHMANN WEBSTER,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,788,Stahmann Webster,STAHMANN WEBSTER,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
111,Stake,STAKE,active,manual_review,173,Stake,STAKE,manual_review,2026-07-03T09:36:07+00:00,2026-07-03T09:36:07+00:00
159,Stan,STAN,active,manual_review,366,STAN,STAN,manual_review,2026-07-06T01:59:50+00:00,2026-07-06T01:59:50+00:00
