merchant_id,merchant_name,normalized_name,merchant_status,merchant_source,keyword_id,keyword,normalized_keyword,keyword_source,keyword_created_at,keyword_updated_at
121,13cabs,13CABS,active,manual_review,248,13 CABS,13 CABS,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:02+00:00,2026-07-06T01:32:02+00:00
121,13cabs,13CABS,active,manual_review,183,13Cabs,13CABS,manual_review,2026-07-03T09:40:31+00:00,2026-07-03T09:40:31+00:00
1,21Laps Performance Training,21LAPS PERFORMANCE TRAINING,active,sample_verified,2,21LAPS PERFORMANCE,21LAPS PERFORMANCE,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
1,21Laps Performance Training,21LAPS PERFORMANCE TRAINING,active,sample_verified,1,21Laps Performance Training,21LAPS PERFORMANCE TRAINING,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
2,7-Eleven,7 ELEVEN,active,sample_verified,3,7-Eleven,7 ELEVEN,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
2,7-Eleven,7 ELEVEN,active,sample_verified,289,7eleven,7ELEVEN,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
2,7-Eleven,7 ELEVEN,active,sample_verified,233,SEVEN-ELEVEN,SEVEN ELEVEN,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
265,AAMI,AAMI,active,manual_review,522,AAMI,AAMI,manual_review,2026-07-06T05:53:32+00:00,2026-07-06T05:53:32+00:00
468,ADENCO,ADENCO,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,768,ADENCO,ADENCO,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
469,AFF Holdco Pty Ltd,AFF HOLDCO PTY LTD,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,770,AFF Holdco,AFF HOLDCO,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
469,AFF Holdco Pty Ltd,AFF HOLDCO PTY LTD,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,769,AFF Holdco Pty Ltd,AFF HOLDCO PTY LTD,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
229,AGL,AGL,active,manual_review,477,AGL,AGL,manual_review,2026-07-06T03:54:42+00:00,2026-07-06T03:54:42+00:00
229,AGL,AGL,active,manual_review,473,AGL ENERGY,AGL ENERGY,manual_review,2026-07-06T03:50:20+00:00,2026-07-06T03:50:20+00:00
229,AGL,AGL,active,manual_review,478,AGL SALES,AGL SALES,manual_review,2026-07-06T03:55:13+00:00,2026-07-06T03:55:13+00:00
371,AHS Hospitality,AHS HOSPITALITY,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,653,AHS Hospitality,AHS HOSPITALITY,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
4,ALDI,ALDI,active,sample_verified,6,ALDI,ALDI,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
4,ALDI,ALDI,active,sample_verified,228,ALDI STORES,ALDI STORES,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:00+00:00,2026-07-06T01:32:00+00:00
106,ALH Group,ALH GROUP,active,manual_review,168,Www.Alhgroup.Com*,WWW ALHGROUP COM,manual_review,2026-07-03T09:32:09+00:00,2026-07-03T09:32:09+00:00
5,ALH Hotels,ALH HOTELS,active,sample_verified,250,ALH GROUP,ALH GROUP,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:02+00:00,2026-07-06T01:32:02+00:00
5,ALH Hotels,ALH HOTELS,active,sample_verified,7,ALH Hotels,ALH HOTELS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
5,ALH Hotels,ALH HOTELS,active,sample_verified,8,ALH VENUES,ALH VENUES,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
5,ALH Hotels,ALH HOTELS,active,sample_verified,132,ALH VENUES/DAVID LOW W,ALH VENUES DAVID LOW W,manual_review,2026-07-03T07:57:13+00:00,2026-07-03T07:57:13+00:00
345,Accessability WA,ACCESSABILITY WA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,618,Accessability WA,ACCESSABILITY WA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
3,ActewAGL,ACTEWAGL,active,sample_verified,4,ActewAGL,ACTEWAGL,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
3,ActewAGL,ACTEWAGL,active,sample_verified,5,ActewAGL Retail,ACTEWAGL RETAIL,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
285,Adairs,ADAIRS,active,manual_review,544,ADAIRS,ADAIRS,manual_review,2026-07-06T06:20:33+00:00,2026-07-06T06:20:33+00:00
267,Adobe,ADOBE,active,manual_review,524,ADOBE,ADOBE,manual_review,2026-07-06T05:54:59+00:00,2026-07-06T05:54:59+00:00
240,Afterpay,AFTERPAY,active,manual_review,488,afterpay,AFTERPAY,manual_review,2026-07-06T05:32:53+00:00,2026-07-06T05:32:53+00:00
437,Agoda,AGODA,active,manual_review,731,AGODA,AGODA,manual_review,2026-07-06T07:16:08+00:00,2026-07-06T07:16:08+00:00
129,Ailo Pay Pty Ltd,AILO PAY PTY LTD,active,manual_review,194,Ailo,AILO,manual_review,2026-07-03T09:44:55+00:00,2026-07-03T09:44:55+00:00
335,Airbnb,AIRBNB,active,manual_review,607,AIRBNB,AIRBNB,manual_review,2026-07-06T06:54:06+00:00,2026-07-06T06:54:06+00:00
230,Alinta Energy,ALINTA ENERGY,active,manual_review,476,ALINTA,ALINTA,manual_review,2026-07-06T03:53:03+00:00,2026-07-06T03:53:03+00:00
230,Alinta Energy,ALINTA ENERGY,active,manual_review,474,Alinta Energy,ALINTA ENERGY,manual_review,2026-07-06T03:50:42+00:00,2026-07-06T03:50:42+00:00
463,Allianz Australia,ALLIANZ AUSTRALIA,active,manual_review,763,Allianz,ALLIANZ,manual_review,2026-07-06T09:01:44+00:00,2026-07-06T09:01:44+00:00
179,Amazon,AMAZON,active,manual_review,392,Amazon Prime,AMAZON PRIME,manual_review,2026-07-06T02:26:20+00:00,2026-07-06T02:26:20+00:00
79,Amazon AU Retail,AMAZON AU RETAIL,active,manual_review,136,AMAZON AU RETAIL,AMAZON AU RETAIL,manual_review,2026-07-03T08:01:41+00:00,2026-07-03T08:01:41+00:00
178,Amazon Australia,AMAZON AUSTRALIA,active,manual_review,662,Amazon,AMAZON,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
178,Amazon Australia,AMAZON AUSTRALIA,active,manual_review,661,Amazon Australia,AMAZON AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
178,Amazon Australia,AMAZON AUSTRALIA,active,manual_review,390,amazon.com.au,AMAZON COM AU,manual_review,2026-07-06T02:24:47+00:00,2026-07-06T02:24:47+00:00
254,Amcal,AMCAL,active,manual_review,504,AMCAL,AMCAL,manual_review,2026-07-06T05:42:17+00:00,2026-07-06T05:42:17+00:00
131,Ampol,AMPOL,active,manual_review,196,AMPOL,AMPOL,manual_review,2026-07-03T09:45:49+00:00,2026-07-03T09:45:49+00:00
131,Ampol,AMPOL,active,manual_review,352,AMPOL FOODARY,AMPOL FOODARY,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
131,Ampol,AMPOL,active,manual_review,359,FOODARY,FOODARY,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
252,Anaconda,ANACONDA,active,manual_review,501,ANACONDA,ANACONDA,manual_review,2026-07-06T05:40:58+00:00,2026-07-06T05:40:58+00:00
99,Anita Gelato,ANITA GELATO,active,manual_review,161,Ls Anita Gelato,LS ANITA GELATO,manual_review,2026-07-03T08:59:51+00:00,2026-07-03T08:59:51+00:00
182,Anytime Fitness,ANYTIME FITNESS,active,manual_review,395,Anytime Fitness,ANYTIME FITNESS,manual_review,2026-07-06T02:28:09+00:00,2026-07-06T02:28:09+00:00
377,Anytime Fitness Australia,ANYTIME FITNESS AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,659,Anytime Fitness Australia,ANYTIME FITNESS AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
6,Apple,APPLE,active,sample_verified,349,APPLE STORE,APPLE STORE,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
6,Apple,APPLE,active,sample_verified,11,APPLE.COM/BILL,APPLE COM BILL,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
6,Apple,APPLE,active,sample_verified,9,Apple,APPLE,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
6,Apple,APPLE,active,sample_verified,253,Apple.Com,APPLE COM,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
6,Apple,APPLE,active,sample_verified,10,Apple.Com/Bi,APPLE COM BI,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
470,Applus RTD Pty Ltd,APPLUS RTD PTY LTD,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,772,Applus RTD,APPLUS RTD,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
470,Applus RTD Pty Ltd,APPLUS RTD PTY LTD,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,771,Applus RTD Pty Ltd,APPLUS RTD PTY LTD,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
441,Audible,AUDIBLE,active,manual_review,735,Audible,AUDIBLE,manual_review,2026-07-06T07:18:09+00:00,2026-07-06T07:18:09+00:00
386,Aurora Energy,AURORA ENERGY,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,671,Aurora Energy,AURORA ENERGY,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
283,Aussie Broadband,AUSSIE BROADBAND,active,manual_review,542,Aussie Broadband,AUSSIE BROADBAND,manual_review,2026-07-06T06:19:56+00:00,2026-07-06T06:19:56+00:00
73,Australia Post,AUSTRALIA POST,active,manual_review,261,AUS post,AUS POST,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
73,Australia Post,AUSTRALIA POST,active,manual_review,260,AUSPOST,AUSPOST,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
73,Australia Post,AUSTRALIA POST,active,manual_review,256,Australia Post,AUSTRALIA POST,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_005_merchant_verified.csv,2026-07-06T01:32:35+00:00,2026-07-06T01:32:35+00:00
73,Australia Post,AUSTRALIA POST,active,manual_review,121,Australian Postal Corp,AUSTRALIAN POSTAL CORP,manual_review,2026-07-03T07:39:26+00:00,2026-07-03T07:39:26+00:00
7,Australia Post MyPost Business,AUSTRALIA POST MYPOST BUSINESS,active,sample_verified,12,Australia Post MyPost Business,AUSTRALIA POST MYPOST BUSINESS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
7,Australia Post MyPost Business,AUSTRALIA POST MYPOST BUSINESS,active,sample_verified,13,My Post Business,MY POST BUSINESS,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
246,Autobarn,AUTOBARN,active,manual_review,494,AUTOBARN,AUTOBARN,manual_review,2026-07-06T05:37:03+00:00,2026-07-06T05:37:03+00:00
451,Avis,AVIS,active,manual_review,751,Avis,AVIS,manual_review,2026-07-06T08:56:49+00:00,2026-07-06T08:56:49+00:00
147,BCF,BCF,active,manual_review,213,BCF,BCF,manual_review,2026-07-03T09:52:42+00:00,2026-07-03T09:52:42+00:00
367,BHP,BHP,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,649,BHP,BHP,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
12,BIG W,BIG W,active,sample_verified,19,BIG W,BIG W,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
12,BIG W,BIG W,active,sample_verified,244,BIGW,BIGW,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
12,BIG W,BIG W,active,sample_verified,144,Big W/High Street,BIG W HIGH STREET,manual_review,2026-07-03T08:11:21+00:00,2026-07-03T08:11:21+00:00
155,BP,BP,active,manual_review,362,BP,BP,manual_review,2026-07-06T01:51:44+00:00,2026-07-06T01:51:44+00:00
155,BP,BP,active,manual_review,416,BP EXP,BP EXP,manual_review,2026-07-06T03:02:45+00:00,2026-07-06T03:02:45+00:00
214,BTC Markets,BTC MARKETS,active,manual_review,454,BTC Markets,BTC MARKETS,manual_review,2026-07-06T03:32:07+00:00,2026-07-06T03:32:07+00:00
14,BWS,BWS,active,sample_verified,21,BWS,BWS,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
216,Bakers Delight,BAKERS DELIGHT,active,manual_review,458,BAKER DELIGHT,BAKER DELIGHT,manual_review,2026-07-06T03:36:59+00:00,2026-07-06T03:36:59+00:00
216,Bakers Delight,BAKERS DELIGHT,active,manual_review,456,BAKERS DELIGHT,BAKERS DELIGHT,manual_review,2026-07-06T03:33:19+00:00,2026-07-06T03:33:19+00:00
344,Bank of Queensland,BANK OF QUEENSLAND,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,617,Bank of Queensland,BANK OF QUEENSLAND,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
471,Bartons,BARTONS,active,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv,773,Bartons,BARTONS,verified_csv:third_party_dedup_fuzzy_dedup_verified_partial.csv:standardized,2026-07-06T09:17:44+00:00,2026-07-06T09:17:44+00:00
8,Baycorp,BAYCORP,active,sample_verified,14,Baycorp,BAYCORP,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
9,Beam Mobility,BEAM MOBILITY,active,sample_verified,15,Beam Mobility,BEAM MOBILITY,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
96,Beauty By Rachael-Lee,BEAUTY BY RACHAEL LEE,active,manual_review,158,Zlr*Beauty By Rachael,ZLR BEAUTY BY RACHAEL,manual_review,2026-07-03T08:57:55+00:00,2026-07-03T08:57:55+00:00
385,Bechtel,BECHTEL,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,670,Bechtel,BECHTEL,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
120,Beforepay,BEFOREPAY,active,manual_review,182,Beforepay,BEFOREPAY,manual_review,2026-07-03T09:40:20+00:00,2026-07-03T09:40:20+00:00
120,Beforepay,BEFOREPAY,active,manual_review,243,before pay,BEFORE PAY,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:01+00:00,2026-07-06T01:32:01+00:00
324,Belong,BELONG,active,manual_review,593,Belong,BELONG,manual_review,2026-07-06T06:50:24+00:00,2026-07-06T06:50:24+00:00
342,Bendigo Bank,BENDIGO BANK,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,615,Bendigo Bank,BENDIGO BANK,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
10,Bennett's Petroleum,BENNETT S PETROLEUM,active,sample_verified,16,Bennett's Petroleum,BENNETT S PETROLEUM,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
87,Benzie's Cafe,BENZIE S CAFE,active,manual_review,148,BENZIE?S,BENZIE S,manual_review,2026-07-03T08:14:51+00:00,2026-07-03T08:14:51+00:00
200,Bernie's Pet Barn,BERNIE S PET BARN,active,manual_review,431,PET BARN,PET BARN,manual_review,2026-07-06T03:12:57+00:00,2026-07-06T03:12:57+00:00
126,Best&Less,BEST LESS,active,manual_review,189,BEST AND LESS,BEST AND LESS,manual_review,2026-07-03T09:43:22+00:00,2026-07-03T09:43:22+00:00
126,Best&Less,BEST LESS,active,manual_review,191,BEST&LESS,BEST LESS,manual_review,2026-07-03T09:43:51+00:00,2026-07-03T09:43:51+00:00
298,Betfair,BETFAIR,active,manual_review,558,Betfair,BETFAIR,manual_review,2026-07-06T06:32:09+00:00,2026-07-06T06:32:09+00:00
315,BetterMe,BETTERME,active,manual_review,583,BETTERME,BETTERME,manual_review,2026-07-06T06:46:31+00:00,2026-07-06T06:46:31+00:00
209,Betty's Burgers,BETTY S BURGERS,active,manual_review,446,BETTYS BURGERS,BETTYS BURGERS,manual_review,2026-07-06T03:26:51+00:00,2026-07-06T03:26:51+00:00
209,Betty's Burgers,BETTY S BURGERS,active,manual_review,444,betty s burgers,BETTY S BURGERS,manual_review,2026-07-06T03:24:57+00:00,2026-07-06T03:24:57+00:00
346,Black & White Cabs,BLACK WHITE CABS,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,619,Black & White Cabs,BLACK WHITE CABS,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
189,Blooms The Chemis,BLOOMS THE CHEMIS,active,manual_review,405,BLOOMS THE CHEMIST,BLOOMS THE CHEMIST,manual_review,2026-07-06T02:46:55+00:00,2026-07-06T02:46:55+00:00
269,BlueBet,BLUEBET,active,manual_review,526,BlueBet,BLUEBET,manual_review,2026-07-06T05:55:36+00:00,2026-07-06T05:55:36+00:00
397,Bolton Clarke,BOLTON CLARKE,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,683,Bolton Clarke,BOLTON CLARKE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
433,Booking.com,BOOKING COM,active,manual_review,727,Booking.com,BOOKING COM,manual_review,2026-07-06T07:11:39+00:00,2026-07-06T07:11:39+00:00
132,Boost Juice Willows,BOOST JUICE WILLOWS,active,manual_review,267,BOOST XP,BOOST XP,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_006_merchant_verified.csv,2026-07-06T01:34:08+00:00,2026-07-06T01:34:08+00:00
132,Boost Juice Willows,BOOST JUICE WILLOWS,active,manual_review,197,Boost Juice,BOOST JUICE,manual_review,2026-07-03T09:46:23+00:00,2026-07-03T09:46:23+00:00
132,Boost Juice Willows,BOOST JUICE WILLOWS,active,manual_review,358,Boostjuice,BOOSTJUICE,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
447,Boost Mobile,BOOST MOBILE,active,manual_review,747,Boost Prepaid,BOOST PREPAID,manual_review,2026-07-06T08:50:58+00:00,2026-07-06T08:50:58+00:00
13,BossBet,BOSSBET,active,sample_verified,20,BossBet,BOSSBET,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
443,Budget Direct,BUDGET DIRECT,active,manual_review,743,Budget Direct,BUDGET DIRECT,manual_review,2026-07-06T08:46:14+00:00,2026-07-06T08:46:14+00:00
207,Budget Pet Products,BUDGET PET PRODUCTS,active,manual_review,442,BUDGET PET PRODUCTS,BUDGET PET PRODUCTS,manual_review,2026-07-06T03:23:10+00:00,2026-07-06T03:23:10+00:00
207,Budget Pet Products,BUDGET PET PRODUCTS,active,manual_review,740,Budgetpetpro,BUDGETPETPRO,verified_csv:illion_txn_shard_0000_remove_category_text_exact_dedup_part006_merchant_verified(1).csv,2026-07-06T07:23:32+00:00,2026-07-06T07:23:32+00:00
221,Bunnings,BUNNINGS,active,manual_review,463,BUNNINGS,BUNNINGS,manual_review,2026-07-06T03:41:26+00:00,2026-07-06T03:41:26+00:00
284,Bupa,BUPA,active,manual_review,543,BUPA,BUPA,manual_review,2026-07-06T06:20:14+00:00,2026-07-06T06:20:14+00:00
395,Bupa Australia,BUPA AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,681,Bupa Australia,BUPA AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
370,Byrnecut,BYRNECUT,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,652,Byrnecut,BYRNECUT,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
16,CFMEU Queensland & Northern Territory,CFMEU QUEENSLAND NORTHERN TERRITORY,active,sample_verified,23,CFMEU Queensland & Northern Territory,CFMEU QUEENSLAND NORTHERN TERRITORY,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
16,CFMEU Queensland & Northern Territory,CFMEU QUEENSLAND NORTHERN TERRITORY,active,sample_verified,24,CFMEUQ,CFMEUQ,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
349,CSE Uniserve Australia,CSE UNISERVE AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,624,CSE Uniserve,CSE UNISERVE,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
349,CSE Uniserve Australia,CSE UNISERVE AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,623,CSE Uniserve Australia,CSE UNISERVE AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
289,Cabcharge,CABCHARGE,active,manual_review,548,Cabcharge,CABCHARGE,manual_review,2026-07-06T06:22:22+00:00,2026-07-06T06:22:22+00:00
15,Caltex,CALTEX,active,sample_verified,22,Caltex,CALTEX,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
347,Canaccord Genuity Australia,CANACCORD GENUITY AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,621,Canaccord Genuity,CANACCORD GENUITY,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
347,Canaccord Genuity Australia,CANACCORD GENUITY AUSTRALIA,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,620,Canaccord Genuity Australia,CANACCORD GENUITY AUSTRALIA,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
459,Cantaloupe,CANTALOUPE,active,manual_review,759,Cantaloupe,CANTALOUPE,manual_review,2026-07-06T09:00:25+00:00,2026-07-06T09:00:25+00:00
94,Canva,CANVA,active,manual_review,156,Canva,CANVA,manual_review,2026-07-03T08:56:51+00:00,2026-07-03T08:56:51+00:00
343,Carmichael Ford,CARMICHAEL FORD,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,616,Carmichael Ford,CARMICHAEL FORD,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
187,Cash Converters,CASH CONVERTERS,active,manual_review,402,CASH CONVERTERS,CASH CONVERTERS,manual_review,2026-07-06T02:40:21+00:00,2026-07-06T02:40:21+00:00
187,Cash Converters,CASH CONVERTERS,active,manual_review,565,Cashies,CASHIES,manual_review,2026-07-06T06:38:19+00:00,2026-07-06T06:38:19+00:00
119,Cash Train,CASH TRAIN,active,manual_review,181,Cash Train,CASH TRAIN,manual_review,2026-07-03T09:40:04+00:00,2026-07-03T09:40:04+00:00
158,Catch & Co,CATCH CO,active,manual_review,365,Catch,CATCH,manual_review,2026-07-06T01:54:29+00:00,2026-07-06T01:54:29+00:00
438,CellOPark,CELLOPARK,active,manual_review,732,CellOPark,CELLOPARK,manual_review,2026-07-06T07:16:26+00:00,2026-07-06T07:16:26+00:00
17,Champions Krav Maga Academy,CHAMPIONS KRAV MAGA ACADEMY,active,sample_verified,26,CHAMPIONS KRAV MAGA,CHAMPIONS KRAV MAGA,sample_verified,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
17,Champions Krav Maga Academy,CHAMPIONS KRAV MAGA ACADEMY,active,sample_verified,25,Champions Krav Maga Academy,CHAMPIONS KRAV MAGA ACADEMY,sample_verified_standard_name,2026-07-03T03:13:27+00:00,2026-07-03T03:13:27+00:00
398,Chandler Macleod,CHANDLER MACLEOD,active,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv,684,Chandler Macleod,CHANDLER MACLEOD,verified_csv:third_party_dedup_4_verified_keyword_standardized_link.csv:standardized,2026-07-06T07:10:41+00:00,2026-07-06T07:10:41+00:00
247,Chatime,CHATIME,active,manual_review,495,Chatime,CHATIME,manual_review,2026-07-06T05:37:44+00:00,2026-07-06T05:37:44+00:00
18,Chemist Warehouse,CHEMIST WAREHOUSE,active,sample_verified,360,CHEMISTWAREHOUSE,CHEMISTWAREHOUSE,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_008_merchant_verified.csv,2026-07-06T01:34:21+00:00,2026-07-06T01:34:21+00:00
18,Chemist Warehouse,CHEMIST WAREHOUSE,active,sample_verified,226,CHEMISTWH,CHEMISTWH,verified_csv:illion_txn_shard_0100_3000_text_dedup_part_002_merchant_verified.csv,2026-07-06T01:32:00+00:00,2026-07-06T01:32:00+00:00
18,Chemist Warehouse,CHEMIST WAREHOUSE,active,sample_verified,116,CWH,CWH,verified_csv:illion_txn_shard_0100_3000_text_dedup_half_merchant_verified.csv,2026-07-03T07:03:30+00:00,2026-07-03T07:03:30+00:00
